configuration_id,run_id,checkpoint_path,checkpoint_bytes,shard_index
stft_bands__knn__large__frac_0.40,stft_bands__knn__large__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__knn__large__frac_0.40__seed3407.joblib,321697,2
stft_bands__knn__large__frac_0.60,stft_bands__knn__large__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__knn__large__frac_0.60__seed3407.joblib,480897,2
stft_bands__knn__large__frac_0.80,stft_bands__knn__large__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__knn__large__frac_0.80__seed3407.joblib,639889,2
stft_bands__knn__large__frac_1.00,stft_bands__knn__large__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__knn__large__frac_1.00__seed3407.joblib,798497,2
stft_bands__knn__medium__frac_0.20,stft_bands__knn__medium__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__knn__medium__frac_0.20__seed3407.joblib,85508,2
stft_bands__knn__medium__frac_0.40,stft_bands__knn__medium__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__knn__medium__frac_0.40__seed3407.joblib,168196,2
stft_bands__knn__medium__frac_0.60,stft_bands__knn__medium__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__knn__medium__frac_0.60__seed3407.joblib,250980,2
stft_bands__knn__medium__frac_0.80,stft_bands__knn__medium__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__knn__medium__frac_0.80__seed3407.joblib,333652,2
stft_bands__knn__medium__frac_1.00,stft_bands__knn__medium__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__knn__medium__frac_1.00__seed3407.joblib,416132,2
stft_bands__knn__small__frac_0.20,stft_bands__knn__small__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__knn__small__frac_0.20__seed3407.joblib,137507,2
stft_bands__knn__small__frac_0.40,stft_bands__knn__small__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__knn__small__frac_0.40__seed3407.joblib,271875,2
stft_bands__knn__small__frac_0.60,stft_bands__knn__small__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__knn__small__frac_0.60__seed3407.joblib,413571,2
stft_bands__knn__small__frac_0.80,stft_bands__knn__small__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__knn__small__frac_0.80__seed3407.joblib,540771,2
stft_bands__knn__small__frac_1.00,stft_bands__knn__small__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__knn__small__frac_1.00__seed3407.joblib,696323,2
stft_bands__lda__large__frac_0.20,stft_bands__lda__large__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__lda__large__frac_0.20__seed3407.joblib,44386,2
stft_bands__lda__large__frac_0.40,stft_bands__lda__large__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__lda__large__frac_0.40__seed3407.joblib,44386,2
stft_bands__lda__large__frac_0.60,stft_bands__lda__large__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__lda__large__frac_0.60__seed3407.joblib,44386,2
stft_bands__lda__large__frac_0.80,stft_bands__lda__large__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__lda__large__frac_0.80__seed3407.joblib,44386,2
stft_bands__lda__large__frac_1.00,stft_bands__lda__large__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__lda__large__frac_1.00__seed3407.joblib,44386,2
stft_bands__lda__medium__frac_0.20,stft_bands__lda__medium__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__lda__medium__frac_0.20__seed3407.joblib,9349,2
stft_bands__lda__medium__frac_0.40,stft_bands__lda__medium__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__lda__medium__frac_0.40__seed3407.joblib,9349,2
stft_bands__lda__medium__frac_0.60,stft_bands__lda__medium__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__lda__medium__frac_0.60__seed3407.joblib,9349,2
stft_bands__lda__medium__frac_0.80,stft_bands__lda__medium__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__lda__medium__frac_0.80__seed3407.joblib,9349,2
stft_bands__lda__medium__frac_1.00,stft_bands__lda__medium__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__lda__medium__frac_1.00__seed3407.joblib,9349,2
stft_bands__lda__small__frac_0.20,stft_bands__lda__small__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__lda__small__frac_0.20__seed3407.joblib,3577,2
stft_bands__lda__small__frac_0.40,stft_bands__lda__small__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__lda__small__frac_0.40__seed3407.joblib,3577,2
stft_bands__lda__small__frac_0.60,stft_bands__lda__small__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__lda__small__frac_0.60__seed3407.joblib,3577,2
stft_bands__lda__small__frac_0.80,stft_bands__lda__small__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__lda__small__frac_0.80__seed3407.joblib,3577,2
stft_bands__lda__small__frac_1.00,stft_bands__lda__small__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__lda__small__frac_1.00__seed3407.joblib,3577,2
stft_bands__linear_svm__large__frac_0.20,stft_bands__linear_svm__large__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__linear_svm__large__frac_0.20__seed3407.joblib,5727,2
stft_bands__linear_svm__large__frac_0.40,stft_bands__linear_svm__large__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__linear_svm__large__frac_0.40__seed3407.joblib,5727,2
stft_bands__linear_svm__large__frac_0.60,stft_bands__linear_svm__large__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__linear_svm__large__frac_0.60__seed3407.joblib,5727,2
stft_bands__linear_svm__large__frac_0.80,stft_bands__linear_svm__large__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__linear_svm__large__frac_0.80__seed3407.joblib,5727,2
stft_bands__linear_svm__large__frac_1.00,stft_bands__linear_svm__large__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__linear_svm__large__frac_1.00__seed3407.joblib,5727,2
stft_bands__linear_svm__medium__frac_0.20,stft_bands__linear_svm__medium__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__linear_svm__medium__frac_0.20__seed3407.joblib,3810,2
stft_bands__linear_svm__medium__frac_0.40,stft_bands__linear_svm__medium__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__linear_svm__medium__frac_0.40__seed3407.joblib,3810,2
stft_bands__linear_svm__medium__frac_0.60,stft_bands__linear_svm__medium__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__linear_svm__medium__frac_0.60__seed3407.joblib,3810,2
stft_bands__linear_svm__medium__frac_0.80,stft_bands__linear_svm__medium__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__linear_svm__medium__frac_0.80__seed3407.joblib,3810,2
stft_bands__linear_svm__medium__frac_1.00,stft_bands__linear_svm__medium__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__linear_svm__medium__frac_1.00__seed3407.joblib,3810,2
stft_bands__linear_svm__small__frac_0.20,stft_bands__linear_svm__small__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__linear_svm__small__frac_0.20__seed3407.joblib,2847,2
stft_bands__linear_svm__small__frac_0.40,stft_bands__linear_svm__small__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__linear_svm__small__frac_0.40__seed3407.joblib,2847,2
stft_bands__linear_svm__small__frac_0.60,stft_bands__linear_svm__small__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__linear_svm__small__frac_0.60__seed3407.joblib,2847,2
stft_bands__linear_svm__small__frac_0.80,stft_bands__linear_svm__small__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__linear_svm__small__frac_0.80__seed3407.joblib,2847,2
stft_bands__linear_svm__small__frac_1.00,stft_bands__linear_svm__small__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__linear_svm__small__frac_1.00__seed3407.joblib,2847,2
stft_bands__logistic_regression__large__frac_0.20,stft_bands__logistic_regression__large__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__logistic_regression__large__frac_0.20__seed3407.joblib,5913,2
stft_bands__logistic_regression__large__frac_0.40,stft_bands__logistic_regression__large__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__logistic_regression__large__frac_0.40__seed3407.joblib,5913,2
stft_bands__logistic_regression__large__frac_0.60,stft_bands__logistic_regression__large__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__logistic_regression__large__frac_0.60__seed3407.joblib,5913,2
stft_bands__logistic_regression__large__frac_0.80,stft_bands__logistic_regression__large__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__logistic_regression__large__frac_0.80__seed3407.joblib,5913,2
stft_bands__logistic_regression__large__frac_1.00,stft_bands__logistic_regression__large__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__logistic_regression__large__frac_1.00__seed3407.joblib,5913,2
stft_bands__logistic_regression__medium__frac_0.20,stft_bands__logistic_regression__medium__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__logistic_regression__medium__frac_0.20__seed3407.joblib,3996,2
stft_bands__logistic_regression__medium__frac_0.40,stft_bands__logistic_regression__medium__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__logistic_regression__medium__frac_0.40__seed3407.joblib,3996,2
stft_bands__logistic_regression__medium__frac_0.60,stft_bands__logistic_regression__medium__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__logistic_regression__medium__frac_0.60__seed3407.joblib,3996,2
stft_bands__logistic_regression__medium__frac_0.80,stft_bands__logistic_regression__medium__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__logistic_regression__medium__frac_0.80__seed3407.joblib,3996,2
stft_bands__logistic_regression__medium__frac_1.00,stft_bands__logistic_regression__medium__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__logistic_regression__medium__frac_1.00__seed3407.joblib,3996,2
stft_bands__logistic_regression__small__frac_0.20,stft_bands__logistic_regression__small__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__logistic_regression__small__frac_0.20__seed3407.joblib,3033,2
stft_bands__logistic_regression__small__frac_0.40,stft_bands__logistic_regression__small__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__logistic_regression__small__frac_0.40__seed3407.joblib,3033,2
stft_bands__logistic_regression__small__frac_0.60,stft_bands__logistic_regression__small__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__logistic_regression__small__frac_0.60__seed3407.joblib,3033,2
stft_bands__logistic_regression__small__frac_0.80,stft_bands__logistic_regression__small__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__logistic_regression__small__frac_0.80__seed3407.joblib,3033,2
stft_bands__logistic_regression__small__frac_1.00,stft_bands__logistic_regression__small__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__logistic_regression__small__frac_1.00__seed3407.joblib,3033,2
stft_bands__random_forest__large__frac_0.20,stft_bands__random_forest__large__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__random_forest__large__frac_0.20__seed3407.joblib,27591047,2
stft_bands__random_forest__large__frac_0.40,stft_bands__random_forest__large__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__random_forest__large__frac_0.40__seed3407.joblib,52433687,2
stft_bands__random_forest__large__frac_0.60,stft_bands__random_forest__large__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__random_forest__large__frac_0.60__seed3407.joblib,76911287,2
stft_bands__random_forest__large__frac_0.80,stft_bands__random_forest__large__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__random_forest__large__frac_0.80__seed3407.joblib,101583527,2
stft_bands__random_forest__large__frac_1.00,stft_bands__random_forest__large__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__random_forest__large__frac_1.00__seed3407.joblib,125945447,2
stft_bands__random_forest__medium__frac_0.20,stft_bands__random_forest__medium__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__random_forest__medium__frac_0.20__seed3407.joblib,14182731,2
stft_bands__random_forest__medium__frac_0.40,stft_bands__random_forest__medium__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__random_forest__medium__frac_0.40__seed3407.joblib,26103291,2
stft_bands__random_forest__medium__frac_0.60,stft_bands__random_forest__medium__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__random_forest__medium__frac_0.60__seed3407.joblib,36662571,2
stft_bands__random_forest__medium__frac_0.80,stft_bands__random_forest__medium__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__random_forest__medium__frac_0.80__seed3407.joblib,47163051,2
stft_bands__random_forest__medium__frac_1.00,stft_bands__random_forest__medium__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__random_forest__medium__frac_1.00__seed3407.joblib,56458011,2
stft_bands__random_forest__small__frac_0.20,stft_bands__random_forest__small__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__random_forest__small__frac_0.20__seed3407.joblib,2330407,2
stft_bands__random_forest__small__frac_0.40,stft_bands__random_forest__small__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__random_forest__small__frac_0.40__seed3407.joblib,3002167,2
stft_bands__random_forest__small__frac_0.60,stft_bands__random_forest__small__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__random_forest__small__frac_0.60__seed3407.joblib,3515287,2
stft_bands__random_forest__small__frac_0.80,stft_bands__random_forest__small__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__random_forest__small__frac_0.80__seed3407.joblib,3817447,2
stft_bands__random_forest__small__frac_1.00,stft_bands__random_forest__small__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__random_forest__small__frac_1.00__seed3407.joblib,4038727,2
stft_bands__rbf_svm__large__frac_0.20,stft_bands__rbf_svm__large__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__rbf_svm__large__frac_0.20__seed3407.joblib,349953,2
stft_bands__rbf_svm__large__frac_0.40,stft_bands__rbf_svm__large__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__rbf_svm__large__frac_0.40__seed3407.joblib,670849,2
stft_bands__rbf_svm__large__frac_0.60,stft_bands__rbf_svm__large__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__rbf_svm__large__frac_0.60__seed3407.joblib,969953,2
stft_bands__rbf_svm__large__frac_0.80,stft_bands__rbf_svm__large__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__rbf_svm__large__frac_0.80__seed3407.joblib,1277297,2
stft_bands__rbf_svm__large__frac_1.00,stft_bands__rbf_svm__large__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__rbf_svm__large__frac_1.00__seed3407.joblib,1584161,2
stft_bands__rbf_svm__medium__frac_0.20,stft_bands__rbf_svm__medium__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__rbf_svm__medium__frac_0.20__seed3407.joblib,200340,2
stft_bands__rbf_svm__medium__frac_0.40,stft_bands__rbf_svm__medium__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__rbf_svm__medium__frac_0.40__seed3407.joblib,375252,2
stft_bands__rbf_svm__medium__frac_0.60,stft_bands__rbf_svm__medium__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__rbf_svm__medium__frac_0.60__seed3407.joblib,544612,2
stft_bands__rbf_svm__medium__frac_0.80,stft_bands__rbf_svm__medium__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__rbf_svm__medium__frac_0.80__seed3407.joblib,712212,2
stft_bands__rbf_svm__medium__frac_1.00,stft_bands__rbf_svm__medium__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__rbf_svm__medium__frac_1.00__seed3407.joblib,891508,2
stft_bands__rbf_svm__small__frac_0.20,stft_bands__rbf_svm__small__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__rbf_svm__small__frac_0.20__seed3407.joblib,142689,2
stft_bands__rbf_svm__small__frac_0.40,stft_bands__rbf_svm__small__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__rbf_svm__small__frac_0.40__seed3407.joblib,270673,2
stft_bands__rbf_svm__small__frac_0.60,stft_bands__rbf_svm__small__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__rbf_svm__small__frac_0.60__seed3407.joblib,394545,2
stft_bands__rbf_svm__small__frac_0.80,stft_bands__rbf_svm__small__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__rbf_svm__small__frac_0.80__seed3407.joblib,518033,2
stft_bands__rbf_svm__small__frac_1.00,stft_bands__rbf_svm__small__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__rbf_svm__small__frac_1.00__seed3407.joblib,641121,2
time_stats__extra_trees__large__frac_0.20,time_stats__extra_trees__large__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__extra_trees__large__frac_0.20__seed3407.joblib,65679343,0
time_stats__extra_trees__large__frac_0.40,time_stats__extra_trees__large__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__extra_trees__large__frac_0.40__seed3407.joblib,122294623,0
time_stats__extra_trees__large__frac_0.60,time_stats__extra_trees__large__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__extra_trees__large__frac_0.60__seed3407.joblib,176159263,0
time_stats__extra_trees__large__frac_0.80,time_stats__extra_trees__large__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__extra_trees__large__frac_0.80__seed3407.joblib,227784463,0
time_stats__extra_trees__large__frac_1.00,time_stats__extra_trees__large__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__extra_trees__large__frac_1.00__seed3407.joblib,279203263,0
time_stats__extra_trees__medium__frac_0.20,time_stats__extra_trees__medium__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__extra_trees__medium__frac_0.20__seed3407.joblib,31556387,0
time_stats__extra_trees__medium__frac_0.40,time_stats__extra_trees__medium__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__extra_trees__medium__frac_0.40__seed3407.joblib,52869347,0
time_stats__extra_trees__medium__frac_0.60,time_stats__extra_trees__medium__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__extra_trees__medium__frac_0.60__seed3407.joblib,70058147,0
time_stats__extra_trees__medium__frac_0.80,time_stats__extra_trees__medium__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__extra_trees__medium__frac_0.80__seed3407.joblib,85581827,0
time_stats__extra_trees__medium__frac_1.00,time_stats__extra_trees__medium__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__extra_trees__medium__frac_1.00__seed3407.joblib,98583107,0
time_stats__extra_trees__small__frac_0.20,time_stats__extra_trees__small__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__extra_trees__small__frac_0.20__seed3407.joblib,2548863,0
time_stats__extra_trees__small__frac_0.40,time_stats__extra_trees__small__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__extra_trees__small__frac_0.40__seed3407.joblib,2874303,0
time_stats__extra_trees__small__frac_0.60,time_stats__extra_trees__small__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__extra_trees__small__frac_0.60__seed3407.joblib,3016143,0
time_stats__extra_trees__small__frac_0.80,time_stats__extra_trees__small__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__extra_trees__small__frac_0.80__seed3407.joblib,3108063,0
time_stats__extra_trees__small__frac_1.00,time_stats__extra_trees__small__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__extra_trees__small__frac_1.00__seed3407.joblib,3248943,0
time_stats__hist_gradient_boosting__large__frac_0.20,time_stats__hist_gradient_boosting__large__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__hist_gradient_boosting__large__frac_0.20__seed3407.joblib,7386181,0
time_stats__hist_gradient_boosting__large__frac_0.40,time_stats__hist_gradient_boosting__large__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__hist_gradient_boosting__large__frac_0.40__seed3407.joblib,13129765,0
time_stats__hist_gradient_boosting__large__frac_0.60,time_stats__hist_gradient_boosting__large__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__hist_gradient_boosting__large__frac_0.60__seed3407.joblib,14264661,0
time_stats__hist_gradient_boosting__large__frac_0.80,time_stats__hist_gradient_boosting__large__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__hist_gradient_boosting__large__frac_0.80__seed3407.joblib,15331013,0
time_stats__hist_gradient_boosting__large__frac_1.00,time_stats__hist_gradient_boosting__large__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__hist_gradient_boosting__large__frac_1.00__seed3407.joblib,16304853,0
time_stats__hist_gradient_boosting__medium__frac_0.20,time_stats__hist_gradient_boosting__medium__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__hist_gradient_boosting__medium__frac_0.20__seed3407.joblib,4763271,0
time_stats__hist_gradient_boosting__medium__frac_0.40,time_stats__hist_gradient_boosting__medium__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__hist_gradient_boosting__medium__frac_0.40__seed3407.joblib,5064439,0
time_stats__hist_gradient_boosting__medium__frac_0.60,time_stats__hist_gradient_boosting__medium__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__hist_gradient_boosting__medium__frac_0.60__seed3407.joblib,5072279,0
time_stats__hist_gradient_boosting__medium__frac_0.80,time_stats__hist_gradient_boosting__medium__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__hist_gradient_boosting__medium__frac_0.80__seed3407.joblib,5072279,0
time_stats__hist_gradient_boosting__medium__frac_1.00,time_stats__hist_gradient_boosting__medium__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__hist_gradient_boosting__medium__frac_1.00__seed3407.joblib,5072279,0
time_stats__hist_gradient_boosting__small__frac_0.20,time_stats__hist_gradient_boosting__small__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__hist_gradient_boosting__small__frac_0.20__seed3407.joblib,1282164,0
time_stats__hist_gradient_boosting__small__frac_0.40,time_stats__hist_gradient_boosting__small__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__hist_gradient_boosting__small__frac_0.40__seed3407.joblib,1282164,0
time_stats__hist_gradient_boosting__small__frac_0.60,time_stats__hist_gradient_boosting__small__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__hist_gradient_boosting__small__frac_0.60__seed3407.joblib,1282164,0
time_stats__hist_gradient_boosting__small__frac_0.80,time_stats__hist_gradient_boosting__small__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__hist_gradient_boosting__small__frac_0.80__seed3407.joblib,1282164,0
time_stats__hist_gradient_boosting__small__frac_1.00,time_stats__hist_gradient_boosting__small__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__hist_gradient_boosting__small__frac_1.00__seed3407.joblib,1282164,0
time_stats__knn__large__frac_0.20,time_stats__knn__large__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__knn__large__frac_0.20__seed3407.joblib,85567,0
time_stats__knn__large__frac_0.40,time_stats__knn__large__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__knn__large__frac_0.40__seed3407.joblib,168255,0
time_stats__knn__large__frac_0.60,time_stats__knn__large__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__knn__large__frac_0.60__seed3407.joblib,251039,0
time_stats__knn__large__frac_0.80,time_stats__knn__large__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__knn__large__frac_0.80__seed3407.joblib,333711,0
time_stats__knn__large__frac_1.00,time_stats__knn__large__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__knn__large__frac_1.00__seed3407.joblib,416191,0
time_stats__knn__medium__frac_0.20,time_stats__knn__medium__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__knn__medium__frac_0.20__seed3407.joblib,137572,0
time_stats__knn__medium__frac_0.40,time_stats__knn__medium__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__knn__medium__frac_0.40__seed3407.joblib,271940,0
time_stats__knn__medium__frac_0.60,time_stats__knn__medium__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__knn__medium__frac_0.60__seed3407.joblib,413636,0
time_stats__knn__medium__frac_0.80,time_stats__knn__medium__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__knn__medium__frac_0.80__seed3407.joblib,540836,0
time_stats__knn__medium__frac_1.00,time_stats__knn__medium__frac_1.00__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__knn__medium__frac_1.00__seed3407.joblib,696388,0
time_stats__knn__small__frac_0.20,time_stats__knn__small__frac_0.20__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__knn__small__frac_0.20__seed3407.joblib,76993,0
time_stats__knn__small__frac_0.40,time_stats__knn__small__frac_0.40__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__knn__small__frac_0.40__seed3407.joblib,151041,0
time_stats__knn__small__frac_0.60,time_stats__knn__small__frac_0.60__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__knn__small__frac_0.60__seed3407.joblib,229281,0
time_stats__knn__small__frac_0.80,time_stats__knn__small__frac_0.80__seed3407,classical_shards/shard_0/checkpoints/classical_bank/time_stats__knn__small__frac_0.80__seed3407.joblib,299249,0
